1985-D025,Davis Cup EUR QF: EGY vs HUN,Clay,4,D,19850614,1,100796,,,Ahmed El Mehelmy,R,183,EGY,,,,110930,,,Ferenc Zentai,U,,HUN,,,,6-1 6-2 6-4,5,RR,,,,,,,,,,,,,,,,,,,
1985-D025,Davis Cup EUR QF: EGY vs HUN,Clay,4,D,19850614,2,100332,,,Balazs Taroczy,R,183,HUN,,,,108356,,,Tarek El Sakka,R,180,EGY,,,,7-5 6-4 6-0,5,RR,,,,,,,,,,,,,,,,,,,
1985-D025,Davis Cup EUR QF: EGY vs HUN,Clay,4,D,19850614,3,108356,,,Tarek El Sakka,R,180,EGY,,,,110930,,,Ferenc Zentai,U,,HUN,,,,6-4 6-4 7-5,5,RR,,,,,,,,,,,,,,,,,,,
1985-D025,Davis Cup EUR QF: EGY vs HUN,Clay,4,D,19850614,4,100332,,,Balazs Taroczy,R,183,HUN,,,,100796,,,Ahmed El Mehelmy,R,183,EGY,,,,7-5 6-4,3,RR,,,,,,,,,,,,,,,,,,,
1985-D026,Davis Cup EUR SF: ROU vs EGY,Clay,4,D,19850802,1,100730,,,Florin Segarceanu,R,180,ROU,,,,108356,,,Tarek El Sakka,R,180,EGY,,,,7-5 3-6 6-0 6-2,5,RR,,,,,,,,,,,,,,,,,,,
1985-D026,Davis Cup EUR SF: ROU vs EGY,Clay,4,D,19850802,2,106531,,,Andrei Dirzu,R,,ROU,,,,100796,,,Ahmed El Mehelmy,R,183,EGY,,,,8-6 6-3 6-1,5,RR,,,,,,,,,,,,,,,,,,,
1985-D026,Davis Cup EUR SF: ROU vs EGY,Clay,4,D,19850802,3,100730,,,Florin Segarceanu,R,180,ROU,,,,100796,,,Ahmed El Mehelmy,R,183,EGY,,,,6-3 6-2,3,RR,,,,,,,,,,,,,,,,,,,
1985-D026,Davis Cup EUR SF: ROU vs EGY,Clay,4,D,19850802,4,108356,,,Tarek El Sakka,R,180,EGY,,,,106531,,,Andrei Dirzu,R,,ROU,,,,6-4 6-2,3,RR,,,,,,,,,,,,,,,,,,,
1985-D027,Davis Cup WG R1: FRG vs ESP,Carpet,4,D,19850308,1,101113,,,Michael Westphal,R,190,GER,,,,100857,,,Sergio Casal,R,185,ESP,,,,10-8 6-3 2-6 2-6 6-4,5,RR,,,,,,,,,,,,,,,,,,,
1985-D027,Davis Cup WG R1: FRG vs ESP,Carpet,4,D,19850308,2,101414,,,Boris Becker,R,190,GER,,,,100809,,,Juan Aguilera,R,183,ESP,,,,6-3 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,
1985-D027,Davis Cup WG R1: FRG vs ESP,Carpet,4,D,19850308,3,100857,,,Sergio Casal,R,185,ESP,,,,101414,,,Boris Becker,R,190,GER,,,,6-4 1-6 7-5,3,RR,,,,,,,,,,,,,,,,,,,
1985-D027,Davis Cup WG R1: FRG vs ESP,Carpet,4,D,19850308,4,100809,,,Juan Aguilera,R,183,ESP,,,,101113,,,Michael Westphal,R,190,GER,,,,6-4 3-6 6-3,3,RR,,,,,,,,,,,,,,,,,,,
1985-D028,Davis Cup WG PO: JPN vs ESP,Clay,4,D,19851004,1,100857,,,Sergio Casal,R,185,ESP,,,,100524,,,Shozo Shiraishi,R,,JPN,,,,4-6 7-5 6-3 6-3,5,RR,,,,,,,,,,,,,,,,,,,
1985-D028,Davis Cup WG PO: JPN vs ESP,Clay,4,D,19851004,2,101142,,,Emilio Sanchez,R,180,ESP,,,,100485,,,Tsuyoshi Fukui,R,170,JPN,,,,7-5 6-1 6-1,5,RR,,,,,,,,,,,,,,,,,,,
1985-D029,Davis Cup EUR R1: NED vs FIN,Clay,4,D,19850510,1,101035,,,Menno Oosting,R,180,NED,,,,100450,,,Leo Palin,R,178,FIN,,,,6-2 6-1 6-2,5,RR,,,,,,,,,,,,,,,,,,,
